,Title,Price,Bedrooms,SqFt,Location
849,(ORCA_REF#2208-909M)Central Yaletown - 1 Bed 1 Bath - Yaletown Park 2,1900,1,460,"Homer Street, Yaletown"
850,bolldpm.com FURNISHED1 BR/1Bath lower level For Rent at Kensington,1350,1,NA,Inverness Street
851,bolldpm.com ORCA 1 BED/1 BATH at COAL HARBOUR,1950,1,583,"Melville Street, Coal Harbour"
852,bolldpm.com Stunning 1 Bedroom Suite + Den in Urban YALETOWN,2200,1,NA,"Seymour Street, Yaletown"
853,bolldpm.com Elegant 1 BR/1Bath For Rent in the heart of WEST END,1900,1,595,Nelson Street
854,bolldpm.com CHIC Studio For Rent at Yaletown Downtown Vancouver,1750,NA,450,Homer Street
855,bolldpm.com LUXURIOUS 4 BED/6 BATH W/ OCEAN & CITY VIEWS AT CANTERBURY,7800,4,5404,NA
856,(ORCA_REF#1104-610G) ******FURN or UNF****** Hudson building 2bed + de,2450,2,787,NA
857,bolldpm.com Bright 3 BR Family Home w/ Garden Setting at Eagle Harbour,3500,3,2400,Keith Road
858,<U+25D5><U+203F><U+25D5> Luxury 2 bedr 2 bathr w unobstructed view @ Two Park West,3280,2,1040,"Homer Street, Yaletown"
859,(ORCA_REF#2722E47)BRAND NEW KILLARNEY 2 BEDROOM 1 BATH BASEMENT SUITE,2100,2,1000,Kerr Street
860,(ORCA_REF#4051)COZY 2BED+DEN BASEMENT SUITE IN DUNBAR_SOUTHLANDS,1900,2,927,NA
861,(ORCA_REF#4051)COZY 2BED BASEMENT SUITE IN DUNBAR_SOUTHLANDS,2700,2,927,NA
862,FURNISHED TWO BEDROOMS IN NEWER HOUSE,2850,2,NA,Rupert Street
863,Fully Furnished Loft,3500,1,940,"Homer Street, Yaletown"
864,3 Bedroom in Kitsilano- Close to UBC!!,3200,3,NA,UBC
865,MOVE IN DECEMBER 1ST! 1 Bedroom + Den + 30th/Floor- Great Location!,2000,1,600,Seymour Street
866,"2 bedroom suite basement South Vancouver ,5yrs house separate entrance",1500,2,NA,South Vancouver
867,Ground level 1 bedroom suite available for rent,1000,1,NA,NA
868,"(ORCA_REF#2805-909M)Bright, unfurnished 900 sqft. corner suite",2595,2,800,"Homer Street, Yaletown"
869,(ORCA_REF#1343L)KITS POINT TOTAL LUXURY RENO! MUST SEE!,4975,3,1700,"W Broadway, Kitselano"
870,"(ORCA_REF#405-1010R)Great one bedroom & den at ""The Gallery""",1895,1,550,NA
871,Elegant 3 Bed 3 Bath Townhome Mount Pleasant at Awesometown,3400,3,1305,Pender Street
872,"Spacious, Bright, Second Floor Studio in Kitsilano, from December",1400,NA,625,"W Broadway, Kitselano"
873,(ORCA_REF#2801-838W)LUXURY MODERN 2BED 3BATH DOWNTOWN CORE CONDO VIEW!,7300,2,2058,NA
874,Elegant 2 Bed 2 Bath Laneway Home-Ready Now,2000,2,731,Catherines Street
875,1 Bedroom - Short Term - Dec 1 - June 30,1300,1,580,E 8th Avenue
876,"Furnished one bedroom suite, fully renovated, pet friendly",2350,1,NA,York Avenue
877,"Furnished Bachelor suite, fully renovated, pet friendly",2200,NA,NA,NA
878,"One bedroom suite, fully renovated, pet friendly",2200,1,NA,NA
879,Vancouver West Huge Newly Renovated Two Bedrooms Basement For Rent!,1700,2,930,W 21th Avenue
880,FURN. 4 BEDROOM HOUSE ON A QUIET CUL-DE-SAC STREET,5000,4,4100,Quilchena Crescent
881,BEAUTIFUL 2 BDR & STUDIO- Price Drop -KITS.,4500,2,1430,W 3rd Avenue
882,GORGEOUS 2 BDR SUITE AT THE NAVIO,5000,2,1358,Porter Street
883,FURNISHED THREE BDR SUITE AT THE BAUHINIA COAL HARBOUR,5500,3,1658,Nicola Street
884,RENOVATED POINT GREY HOUSE - lower 2 BDR SUITE,2150,NA,850,W 11th Avenue
885,"Available December 1, 2018,  2 bedroom suite for rent",2000,2,1000,NA
886,Fully Furnished One Bedroom Downtown Vancouver,1850,1,540,Hornby Street
887,bolldpm.com WEST PENDER PLACE 3BR/2Bath For Rent at Coal Harbour,3900,3,1304,Pender Street
888,bolldpm.com LUXURY LIVING! ONE PACIFIC 2 BEDROOM + DEN IN YALETOWN,3150,NA,905,Smithe Street
889,Fully furnished studio in Yaletown,2200,NA,550,"Helmecken Street, Yaletown"
890,bolldpm.com LUXURY LIVING! TRUMP TOWER 2 Bedrooms For Rent,7350,2,1600,W Georgia Street
891,bolldpm.com Lovely 3Bedroom Home Upper level near Kingsway & Knight,2950,3,1050,Inverness Street
892,bolldpm.com Spectacular 3 BR/2Bath For Rent @One Town Centre Champlain,3400,3,1280,Sawmill Crescent
893,bolldpm.com Stunning 1BR suite+ Balcony FOR RENT  in Yaletown DOWTOWN,2200,1,568,Homer Street
894,bolldpm.com Spacious 1 BEDROOM Suite For Rent at Kitsiliano Area,1800,1,600,Cypress Street
895,Whole house next to PW Secondary School in Arbutus area,4600,4,3400,W 33rd Avenue
896,2 Bedroom Newly Renovated Suite,1800,2,NA,Main Street
897,1 Bed and Den Waterfront Condo,2200,1,732,Smithe Street
898,(ORCA_REF#107-168)Oakridge - Main  - Furnished Townhouse - 2 Bed 2 Bat,3300,2,1075,Oak Street
899,Ocean View 2 bed 2 bath apartment available Dec 1 in Klahanie,2300,2,850,Port Moody
900,(ORCA_REF#1905-610G)This bright South West corner suite is a one bed,1850,1,500,NA
901,Yaletown Studio,1800,NA,NA,"Homer Street, Yaletown"
902,Luxurious 2 bed/bath West End Home,3180,2,940,Barclay Street
903,"Close to Canada Line, VGH, Seawall, Granville Island",1750,1,NA,Fairview Slopes
904,"fibre optic internet, controlled heating, pvt entrance, ground level",1400,2,800,East Vancouver
905,Modern 1 Bed/1 Bath+ Den Yaletown Condo (Homer,2000,1,530,Homer Street
906,"100 mbps internet, private entrance, floor heating, ground level",1400,2,800,NA
907,3BD/2BA Yaletown Waterfront Apartment Month to Month Available Now,5800,3,1500,Marina Crescent
908,1 master bedroom for rent very close to KPU,NA,NA,NA,Surrey
909,Modern 1 Bed/1 Bath+ Den Yaletown Condo,2000,1,530,Homer Street
910,Vancouver Downtown - 822 Seymour Street furnished Sub Penthouse,3000,2,810,Seymour Street
911,4 bedroom/3.5 bathroom Kits Home Available Now,5500,4,2788,"W Broadway, Kitselano"
912,2 bedroom branch new house near Main & 29Ave. for rent-650sq.ft,1900,2,NA,Main Street
913,(ORCA_REF#1500H)***Beautiful & Bright 2Bed/2Bath Yaletown Condo with V,3300,2,1314,"Homer Street, Yaletown"
914,(ORCA_REF#1006-1146)West End - 1 Bed 1 Bath -  Lamplighter - Bright -Q,2050,1,600,Barclay Street
915,ONE YEAR NEW 2 Bedroom 1.5 Bathroom Laneway Home!,1700,2,NA,Gladstone Street
916,(ORCA_REF#3108-128W)Woodwards - 2 Bed - 1 Bath - Fully Renovated - Gas,2675,2,750,"Powell Street, Gastown"
917,"Dec. 1, $750/room, Shared Ground Level Suite for Rent",NA,2,NA,Fraser Street
918,"+Den,1 Bath""Furnished""Balcony,Pool,HotTub, Gym,Air-con, Parking, NoPet",2500,1,515,Beatty Street
919,PROTECTION PROPERTY MGMT- 1 bedroom Condo Ref#4031140,1800,1,672,Pendrell Street
920,One Bedroom and Den Furnished Yaletown Apartment,2290,1,650,"Homer Street, Yaletown"
921,770 sqft 1 bed + 1 bath beautiful modern condo apartment,2300,NA,770,"Cordova Street, Coal Harbour"
922,"Furnished 1 Bedroom Suite Skytrain, Gym, Great View Available Dec",1795,1,620,Vanness Avenue
923,Furnished 770 sqft 1 bed + 1 bath beautiful modern condo apartment,2700,NA,770,"Cordova Street, Coal Harbour"
924,(ORCA-ref#2976P) PRESTIGIOUS POINT GREY ROAD HOUSE!,7900,5,3675,NA
925,Granville Island Studio Townhouse,1750,NA,NA,NA
926,(ORCA_REF#1450P)***False Creek 2 Bedroom ***,2975,2,1265,"W 1st Avenue, False Creek"
927,(ORCA_REF#938S) Furnished 1 bedroom + den for rent at Electric Avenue,2395,1,610,NA
928,(ORCA_REF#2923W36)***MacKenzie Heights 6bed GORGEOUS MANSION!***,6860,6,4639,Mackenzie Street
929,New Concrete 1 & Den at Wall Centre Central Park,1695,1,520,Boundary Road
930,1 Bed/1 Ba Furnished New Condo w/Parking for 6 Month rent near Langara,2030,1,600,W 50th Avenue
931,(ORCA_REF#1702-980)Yaletown - Coopers Pointe - Sub Penthouse - 1200 Sq,3595,2,1200,"Homer Street, Yaletown"
932,(ORCA_REF#6507D)***Beautiful mountain view LUXURIOUS house***,3750,5,3000,Kerr Street
933,(ORCA_REF#3865)Cozy Dunbar house! PERFECT for small family!,3075,3,1670,Dunbar Street
934,2 bedroom basement suite built 2 year ago,1600,2,800,NA
935,(ORCA_REF#4350W)***GORGEOUS FAMILY HOME IN THE MOST DESIRABLE POINT,4950,5,2407,W 10th Avenue
936,(ORCA_REF#736M)Renovated 3 bedroom Townhouse in False Creek,3975,3,2200,"W 1st Avenue, False Creek"
937,YALETOWN UNOBSTRUCTED VIEWS FURNISHED 1 BDRM and Den,2350,1,640,"Homer Street, Yaletown"
938,2 bedroom ground floor suite in quiet neighborhood.,1800,2,1200,Vancouver East
939,YALETOWN  UNOBSTRUCTED VIEWS FURNISHED 1 BDRM and Den,2350,1,640,NA
940,YALETOWN UNOBSTRUCTED VIEWS LUXURY FURNISHED 1 BDRM and Den,2350,1,640,"Homer Street, Yaletown"
941,Cambie & 41 New GF  suite close to Oakridge Mall & train station,2200,2,1000,Montgomery Road
942,2BR 1BA Downtown Vancouver Furnished,2990,NA,NA,NA
943,$2400 / 3br - 1200ft2 - Newly-built Luxury Laneway Home for Rent - 3 b,2400,3,1200,NA
944,"Townhouse, Eric Hamber Secondary",3000,3,1200,W 45th Avenue
945,"SPACIOUS LIVING - CITY, WATER & MOUNTAIN VIEWS 2 Bedroom 2 Bath + Den",3750,2,1300,"W 2nd Avenue, Olympic Village"
946,Kits apartment with Beach & Mountain Views,2000,1,700,"W Broadway, Kitselano"
947,Nice Renovated Suite in Non-Smoking Building,1750,1,780,Oak Street
948,Prime Commercial Dr 2 bedroom Penthouse in Heritage Building,2200,2,NA,East Vancouver
949,Three Bedroom House SW Marine & Blenheim,4500,3,3974,W 44th Avenue
950,COAL HARBOUR-Affordable Luxury-Furnished 1BR+Solarium+Den-MOVE IN NOW!,2350,1,620,Alberni Street
951,Modern High End Fully Furnished 1 bed+den+flex utilities TV internet,2300,1,615,Oak Street
952,Welcoming Furnished Suite in the Heart of Yaletown $1950 per month,1950,NA,440,Homer Street
953,beautifully furnished condo in the heart of downtown,2375,NA,550,Nelson Street
954,"Downtown Vancouver- 1 Bed+Den Apartment- Outdoor Pool, Gym, Hot Tub",2100,1,580,NA
955,Yaletown- Luxury Penthouse- 3 Bed+Den with Patio- Mountain Views,7000,3,2100,Smithe Street
956,"Downtown Vancouver- 1-Bedroom Furnished Loft- Den, W/D in-unit",2450,1,690,Keefer Street
957,"Vancouver East- 2 Bedroom Apartment- Gym, W/D in-unit, Prime Location",2150,2,800,Nanaimo Street
958,"West Vancouver- Luxury 1 Bedroom Apartment-Patio, Gym, Steps to Beach",3000,1,939,West Vancouver
959,2 bed 2 bath downtown Vancouver,2650,2,707,Granville Street
960,UBC Prodigy building - FURNISHED one bedroom + den w/ large patio,2700,1,682,UBC
961,Two bedroom 2.5 Bath Towhouse in UBC,3200,2,1050,UBC
962,"3BR HOUSE, 4-6 MONTHS LEASE, w/ Deck, Garden, and Garage",2750,3,1114,E 7th Avenue
963,1 Bedroom upper level suite for rent,1100,1,500,East Vancouver
964,Brand new 4 bedrooms + Den (Main unit) for rent,3200,4,1900,East Vancouver
965,"Kitsilano, 2 Bedroom, Penthouse, Ocean View, Patio Decks, Dec 15",2195,2,900,UBC
966,"Kitsilano, Luxury Penthouse, 3100 sq ft, Deck, Spectacular View",7995,2,3100,Larch Street
967,"Kitsilano, Renovated, Large Apt, Hardwood, Balcony, Dec 1st",1695,1,NA,UBC
968,Newly renovated two bedrooms basement suite,2200,2,950,West Vancouver
969,CENTRAL LOCATION FULLY FURNISHED ONE BEDROOM PLUS,2300,1,580,NA
970,2 bedrooms laneway house for rent,1800,2,600,East Vancouver
971,1500 Alberni fully renovated and furnished suite,4800,4,1700,"Cordova Street, Coal Harbour"
972,FOR RENT in the vibrant Commercial Dr. area-FURNISHED-AirConditioning,2500,2,691,NA
973,1212 Howe large renovated 1bed/bath fully furnished suite,2100,1,650,Howe Street
974,Coal Harbour Modern 1 Bedroom,2184,1,NA,W Pender Street
975,1 & 2 bedroom units available for Dec 1,NA,NA,NA,NA
976,Basement suite for Rent,14000,2,1000,E 57th Avenue
977,One bedroom in shared apartment,1125,1,72,NA
978,Master Bedroom in shared 2br town house,1325,1,100,NA
979,COAL HARBOUR-Affordable Luxury-Furnished 1BR+Solarium+Den-MOVE IN NOW!,2350,1,620,"Alberni Street, Coal Harbour"
980,Fantastic yale town must see lovely furnished,2300,1,675,Cambie Street
981,Fab furnished great price 1 bdrm plus den must see avail Now,2395,1,750,NA
982,Furnished lord stanley building downtown Great bonus price move in now,2150,1,659,Alberni Street
983,Brand New Condo For Lease at the River District,2250,2,870,NA
984,Furnished lord stanley building downtown Great bonus price move in now,2150,1,675,Alberni Street
985,Fully Furnished Yaletown Studio for Short Term Rent,1800,NA,NA,NA
986,November 1st Available,2100,3,1200,E 41st Avenue
987,"$2,100",2100,3,NA,NA
988,"1 BEDROOM+DEN(Like 2nd bdrm),FURNISHED CONDO,DOWNTOWN,HOWE NOV 1 BONUS",2195,1,575,Nelson Street
989,"1 BEDROOM+DEN(Like 2nd bdrm),FURNISHED CONDO,DOWNTOWN,HOWE. NOV1 BONUS",2250,1,550,NA
990,"1 BEDROOM+DEN(Like 2nd bdrm),FURNISHED CONDO,DOWNTOWN,HOWE. NOV1 BONUS",2195,1,550,NA
991,3 bedroom Waterfront Executive Luxury View Condo @ Callisto 1979 sqft,8995,3,1979,"Cordova Street, Coal Harbour"
992,"2 BEDROOM,FURNISHED, GOOD CONDITION, HOWE AND DAVIE DEC 1",2475,2,620,Davie Street
993,Chic 2 Bedroom plus 1 Bathroom with Private Entrance,3295,2,850,"W Broadway, Kitselano"
994,Charming 2 Bedroom plus 2 Bathroom with Private Garden and Fireplace,3950,2,2250,Larch Street
995,"Upscale 2 Bedroom, 1 Bathroom Waterfront Property With Patio",2880,2,840,"Homer Street, Yaletown"
996,Charming 2 Bedroom plus 1 Bathroom with Private Entrance,2495,2,700,W 10th Avenue
997,Brand New One Bedroom with Open Concept Layout and Backyard Space,2795,1,700,NA
998,Upscale Studio with High-end Interior and Balcony with City Views,2595,NA,464,NA
999,Modern 1 Bedroom 1.5 Bathroom Coach House with High Ceilings,2995,1,750,E 7th Avenue
1000,Large 3 Bedroom plus Den 3 Bathroom Condo with Private Elevator,6495,3,2300,"Homer Street, Yaletown"
1001,"Delightful 2 Bedroom Plus Den 2 Bathroom Condo with Fireplace, Water",3995,2,864,"Homer Street, Yaletown"
1002,"1 Bedroom, 1 Bath Suite with Den, Fireplace and Balcony",2395,1,736,NA
1003,Amazing 3 Bdrm Penthouse w/ Jacuzzi Tub + Rooftop Patio - FURNISHED,11495,3,1950,NA
1004,Stylish 1 Bedroom with Den plus Balcony and Expansive Views,2550,1,650,"Homer Street, Yaletown"
1005,Charming 1 Bedroom plus 1 Bathroom with Balcony and Beautiful Views,2895,1,530,Barclay Street
1006,Exclusive 2 Bedroom plus 2 Bathroom with Balcony,3995,2,1150,"Homer Street, Yaletown"
1007,Pretty 1 Bedroom Condo with Walk-In Closet and Parking,2495,1,650,"W 1st Avenue, False Creek"
1008,"Trendy 2 Level 1 Bedroom with Fireplace, Large Balcony and Views",3295,1,1100,E 7th Avenue
1009,"Superb 2 Bed + Den, 1 Bath Townhouse W/ Private Walkup Entrance",4495,2,1000,E 7th Avenue
1010,"Attractive 2 Bedroom 2 Bathroom Suite with Hardwood Floors, Balcony",2995,2,950,NA
1011,Gorgeous 2 Bedrooms Condo with High End Appliances and Park Views,3495,2,840,"W 2nd Avenue, Olympic Village"
1012,Trendy 3 Bedroom Corner Suite With Hardwood Floors,3795,3,1187,"Homer Street, Yaletown"
1013,Spectacular 1 Bedroom with Den and Private Rooftop Patio,3195,1,760,"W Broadway, Kitselano"
1014,Centrally-Located 1 Bedroom Corner Suite with Den,2995,1,657,Downtown Vancouver
1015,Trendy 1 Bedroom plus Den with Chic Accent Walls and Waterviews,2495,1,672,NA
1016,"Stunning 2 Bedroom Suite with Den, Fireplace and 2 Balconies",3295,2,876,NA
1017,"2 Bedroom Corner Suite With Views of Water, Mountains, and City",3495,2,950,NA
1018,Delightful 2 Bedroom 1.5 Bathroom Entire Floor Suite with Fireplace,4495,2,1000,"W Broadway, Kitselano"
1019,Lovely 1 Bedroom Suite with a Den and Large Balcony,2550,1,525,Downtown Vancouver
1020,Classy Two Bedroom plus Den with City Views and Custom Closet,2850,2,812,"Homer Street, Yaletown"
1021,Spacious 1 Bed 1 Bath Suite w/ Easy Seawall Access & Spectacular Views,2195,1,750,"W Broadway, Kitselano"
1022,Classy 2 Bedroom 2 Bathroom Suite with Den and One Parking Space,3495,2,820,"Homer Street, Yaletown"
1023,"Contemporary One Bed, One Bath Loft with Modern Design",1895,1,605,NA
1024,"Contemporary 1 Bedroom + Den, 1 Bathroom Suite with Hardwood Floors",2745,1,725,"Homer Street, Yaletown"
1025,Attractive 2 Bedroom Plus Den 2 Bathroom Condo with Balcony,3895,2,800,NA
1026,Contemporary 2 Bedroom 2 Bath Suite with 2 Balconies,3695,2,960,Barclay Street
1027,Deluxe 1 Bed + Den Condo with Fireplace and Flat Screen TV,3595,1,800,NA
1028,Peaceful 2 Bedroom Garden Suite with Private Entrance and Patio,2995,2,830,NA
1029,Desirable 2 Bedroom Plus Den 2 Bathroom Condo with Balcony,5495,2,1000,NA
1030,"Cozy Studio, 1 Bathroom Corner Suite with Private Entrance and Patio",1995,NA,300,"W Broadway, Kitselano"
1031,Sleek 1 Bedroom Condo with Private Entrance and Patio,2895,1,750,NA
1032,Cozy and Clean 1 Bedroom 1 Bathroom Condo Suite In Prime Location,2495,1,580,Downtown Vancouver
1033,"2 Bedroom, 2 Bathroom Sub-Penthouse with 700 Sq Ft Balcony",4995,2,1300,NA
1034,Trendy One Bedroom Plus Den with Efficient Wall Kitchen,2995,1,540,"Homer Street, Yaletown"
1035,Spacious 1 Bedroom Corner Suite with Private Rooftop Patio and Views,2995,1,975,NA
1036,"Bright One Bedroom, One Bathroom with Spectacular Views of City",2795,1,680,E 7th Avenue
1037,Gorgeous 1 Bedroom Condo with Easy Seawall Access and Granite Counters,4495,1,580,"Homer Street, Yaletown"
1038,Stunning 2 Bedroom Suite with Balcony and King Size Bed,5550,2,800,"Homer Street, Yaletown"
1039,"Deluxe 2 Bedroom, 2 Bath and Den with Soundproofing, 2 Balconies",3495,2,970,"Homer Street, Yaletown"
1040,"Suite with Balcony, City Views and Amazing Amenities",3750,NA,500,"Homer Street, Yaletown"
1041,"Sophisticated 3 Bedroom, 2 Bath Corner Suite with Fireplace, Balcony a",4895,3,1300,"Homer Street, Yaletown"
1042,Gorgeous 2 Bedroom plus 2 Bathroom plus 3 Balconies and Stunning Views,3995,2,1150,Riley Park
1043,Spacious Suite with Flex Room and A/C,3195,1,600,"Homer Street, Yaletown"
1044,Sun-Filled Studio with Parking and Storage Locker,1850,1,396,"Cordova Street, Coal Harbour"
1045,Executive 2 Bedroom plus 2 Bathroom with Private Entrance and Pet Frie,5995,2,1100,"Homer Street, Yaletown"
1046,Contemporary Suite with Trendy Interior and Two Balconies,3095,2,780,E 7th Avenue
1047,"Modern 1 Bedroom Suite with Den, Fireplace and Patio",2995,1,620,"W Broadway, Kitselano"
1048,Beautiful 1 Bedroom plus Den with Balcony and High End Appliances,1895,1,568,Richmond
1049,Classy 2 Bed Suite with Patio and Breathtaking Water Views,3495,2,850,Abbott Street
1050,Newly Renovated One Bedroom with Private Balcony and Modern Design,3850,1,740,"Powell Street, Gastown"
1051,"Magnificent 2 Bedroom Corner Suite with a Balcony, Outdoor Fireplace",3195,2,900,"Cordova Street, Coal Harbour"
1052,"2 Bedroom, 2 Bathroom Loft with Hardwood floors",4195,2,710,NA
1053,Elegant 3 Bedroom 3 Bathroom Suite with a Water Front Patio,33995,3,2400,"W Broadway, Kitselano"
1054,Studio Suite with Hardwood Floors and Balcony with Waterviews,2495,NA,470,NA
1055,"Spacious 2 Bedroom Corner Suite with Den, Patio and Fabulous Views",2995,2,890,NA
1056,"Modern 2 Bedroom, 1.5 Bathroom Penthouse with High Ceilings",3295,2,1100,NA
1057,"Modern 2 Bedroom, 2 Bath Corner Suite with Balcony, Office",2995,2,1050,NA
1058,"Palatial 5000sft, 3 Bedroom, 4 Bath Suite with 7 Terraces",19995,3,5000,"Homer Street, Yaletown"
1059,Roomy 2 Bedroom plus Den with Balcony and Exciting Views,4290,2,960,NA
1060,Artistic 1 Bedroom and Den with Panoramic City and Ocean Views,2995,1,721,NA
1061,"Sophisticated 2 Bedroom Plus Den, 2 Bathroom, with Solarium and Balcon",3650,2,856,"Homer Street, Yaletown"
1062,"Stunning Studio, 1 Bathroom Suite w/ Hardwood Flooring & High Ceilings",2395,NA,300,"W Broadway, Kitselano"
1063,"Stunning Two Bedroom, One Bathroom Suite with Upscale Furnishing",2995,2,950,"W Broadway, Kitselano"
1064,"Luxurious 2 Bedroom, 2 Bathroom Suite with High-End Interior",6995,2,1450,Downtown Vancouver
1065,"Lovely Corner Suite with Den, Fireplace and in an Amazing Location",1995,NA,510,"W Broadway, Kitselano"
1066,Magnificent 5 Bedroom Home with 5 Balconies and Remarkable Views,13995,4,4000,W 10th Avenue
1067,Like New Renovated 1 Bed at Kingsway and Nanaimo,1600,1,575,Nanaimo Street
1068,Charming 1 Bedroom plus Large Den with Hardwood Floors,2390,1,980,Commercial Drive
1069,"Pretty 1 Bedroom, 1 Bathroom Suite with Upscale Features",2195,1,653,"Homer Street, Yaletown"
1070,Classy 1 Bedroom Plus Den Corner Suite With Balcony and City Views,2595,1,580,"Homer Street, Yaletown"
1071,Luxurious 2 Bedroom Corner Suite With Upscale Features,3550,2,1360,"Cordova Street, Coal Harbour"
1072,"Gorgeous 2 Bedroom, 2 Bathroom Corner Suite with Balcony and Views",5695,2,1200,"Homer Street, Yaletown"
1073,Warm 1 Bedroom Suite with a Balcony and Waterviews,2095,1,704,"Cordova Street, Coal Harbour"
1074,"Stunning 2 Bedroom, 2 Bathroom Suite with Upscale Finish",3150,2,850,Abbott Street
1075,Contemporary 2 Bedroom plus 2 Bathroom with Stellar Views and Balcony,4495,2,1068,"Homer Street, Yaletown"
1076,Gorgeous 2 Bedroom plus 1 Bathroom with Balcony,3595,2,1000,Barclay Street
